epoch,train_loss,val_tau,val_rho,val_mae,is_best
1,0.7577,0.1779,0.2552,0.3390,True
2,0.6927,0.1631,0.2280,0.1084,False
3,0.7332,0.1962,0.2742,0.2820,True
4,0.6782,0.1701,0.2453,0.2173,False
5,0.5809,0.1426,0.2003,0.2031,False
6,0.5299,0.1574,0.2170,0.1377,False
7,0.5434,0.1897,0.2584,0.1322,False
8,0.5430,0.1766,0.2381,0.1753,False
9,0.5078,0.1422,0.1943,0.1595,False
10,0.5165,0.1809,0.2503,0.1425,False
