epoch,train_loss,val_tau,val_rho,val_mae,is_best
1,0.7005,0.1979,0.2795,0.2494,True
2,0.5405,0.2358,0.3139,0.2288,True
3,0.5412,0.1984,0.2756,0.2271,False
4,0.4514,0.1679,0.2363,0.2293,False
5,0.4369,0.1962,0.2764,0.2425,False
6,0.3975,0.1762,0.2475,0.2260,False
7,0.4065,0.1783,0.2451,0.2130,False
