arch,best_val_tau,test_tau,test_tau_lo,test_tau_hi,test_rho,test_r,test_mae,test_pred_std
efficientnet_b4,0.2622768445178263,0.1798356227139484,0.04979401595280452,0.3155875017860166,0.24748690905788334,0.21146488189697266,0.2017817348241806,0.10273125767707825
