epoch,train_loss,val_tau,val_rho,val_mae,is_best
1,1.7932,0.1705,0.2366,0.2861,True
2,1.7132,0.1376,0.1938,0.2590,False
3,1.7084,0.1203,0.1696,0.2403,False
4,1.6893,0.1169,0.1570,0.2222,False
5,1.5856,0.1082,0.1501,0.2358,False
6,1.6351,0.1147,0.1520,0.2149,False
7,1.6146,0.1013,0.1327,0.2151,False
8,1.5922,0.1056,0.1457,0.2009,False
