epoch,train_loss,val_tau,val_rho,val_mae,is_best
1,0.7080,0.0991,0.1406,0.1503,True
2,0.5980,0.2641,0.3765,0.1785,True
3,0.6071,0.2119,0.2913,0.1422,False
4,0.5917,0.2367,0.3306,0.1445,False
5,0.5625,0.1914,0.2729,0.1808,False
6,0.5811,0.2489,0.3478,0.1083,False
7,0.5773,0.2097,0.2981,0.1405,False
8,0.5657,0.1949,0.2768,0.1304,False
9,0.5619,0.1953,0.2697,0.1247,False
